show_id|IMDB_id|type|title|release_year|rating|popularity|genres|PG|duration|seasons|director|date_added|country|cast|description
81145628|tt9428190|Movie|Norm of the North: King Sized Adventure|2019|3.3|307|Children & Family Movies, Comedies|TV-PG|90||Richard Finn, Tim Maltby|September 9, 2019|United States, India, South Korea, China|Alan Marriott, Andrew Toth, Brian Dobson, Cole Howard, Jennifer Cameron, Jonathan Holmes, Lee Tockar, Lisa Durupt, Maya Kay, Michael Dobson|Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first.
80117401|tt6999080|Movie|Jandino: Whatever it Takes|2016|4.8|23|Stand-Up Comedy|TV-MA|94|||September 9, 2016|United Kingdom|Jandino Asporaat|"Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show."
70234439|tt1659175|TV Show|Transformers Prime|2013|7.9|5406|Kids' TV|TV-Y7-FV||1||September 8, 2018|United States|Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs, Kevin Michael Richardson, Tania Gunadi, Josh Keaton, Steve Blum, Andy Pessoa, Ernie Hudson, Daran Norris, Will Friedle|With the help of three human allies, the Autobots once again protect Earth from the onslaught of the Decepticons and their leader, Megatron.
80058654|tt3604232|TV Show|Transformers: Robots in Disguise|2016|6.0|839|Kids' TV|TV-Y7||1||September 8, 2018|United States|Will Friedle, Darren Criss, Constance Zimmer, Khary Payton, Mitchell Whitfield, Stuart Allan, Ted McGinley, Peter Cullen|When a prison ship crash unleashes hundreds of Decepticons on Earth, Bumblebee leads a new Autobot force to protect humankind.
80125979|tt6119504|Movie|#realityhigh|2017|5.2|5570|Comedies|TV-14|99||Fernando Lebrija|September 8, 2017|United States|Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis|When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.
80163890|tt4418844|TV Show|Apaches|2016|7.0|227|Crime TV Shows, International TV Shows, Spanish-Language TV Shows|TV-MA||1||September 8, 2017|Spain|Alberto Ammann, Eloy Azorín, Verónica Echegui, Lucía Jiménez, Claudia Traisac|A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.
70304989|tt1971325|Movie|Automata|2014|6.1|54262|International Movies, Sci-Fi & Fantasy, Thrillers|R|110||Gabe Ibáñez|September 8, 2017|Bulgaria, United States, Spain, Canada|Antonio Banderas, Dylan McDermott, Melanie Griffith, Birgitte Hjort Sørensen, Robert Forster, Christa Campbell, Tim McInnerny, Andy Nyman, David Ryall|In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy.
80164077|tt8134310|Movie|Fabrizio Copano: Solo pienso en mi|2017|4.7|27|Stand-Up Comedy|TV-MA|60||Rodrigo Toro, Francisco Schultz|September 8, 2017|Chile|Fabrizio Copano|Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more.
80117902|tt7293754|TV Show|Fire Chasers|2017|6.6|320|Docuseries, Science & Nature TV|TV-MA||1||September 8, 2017|United States||As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries.
70304990|tt1361318|Movie|Good People|2014|5.5|15518|Action & Adventure, Thrillers|R|90||Henrik Ruben Genz|September 8, 2017|United States, United Kingdom, Denmark, Sweden|James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh|A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.
80169755||Movie|Joaquín Reyes: Una y no más|2017|||Stand-Up Comedy|TV-MA|78||José Miguel Contreras|September 8, 2017||Joaquín Reyes|Comedian and celebrity impersonator Joaquín Reyes decides to be his zesty self for a night of stories about buses, bathroom habits, royalty and more.
70299204|tt2917388|Movie|Kidnapping Mr. Heineken|2015|6.1|19531|Action & Adventure, Dramas, International Movies|R|95||Daniel Alfredson|September 8, 2017|Netherlands, Belgium, United Kingdom, United States|Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins, Mark van Eeuwen, Thomas Cocquerel, Jemima West, David Dencik|"When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history."
80182480||Movie|Krish Trish and Baltiboy|2009|||Children & Family Movies|TV-Y7|58|||September 8, 2017||Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal|A team of minstrels, including a monkey, cat and donkey, narrate folktales from the Indian regions of Rajasthan, Kerala and Punjab.
80182483||Movie|Krish Trish and Baltiboy: Battle of Wits|2013|||Children & Family Movies|TV-Y7|62||Munjal Shroff, Tilak Shetty|September 8, 2017||Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal, Deepak Chachra|An artisan is cheated of his payment, a lion of his throne and a brother of his inheritance in these three stories of deception and justice.
80182596||Movie|Krish Trish and Baltiboy: Best Friends Forever|2016|||Children & Family Movies|TV-Y|65||Munjal Shroff, Tilak Shetty|September 8, 2017||Damandeep Singh Baggan, Smita Malhotra, Deepak Chachra|A cat, monkey and donkey team up to narrate folktales about friendship from Northeast India, and the Indian regions of Bihar and Rajasthan.
80182482||Movie|Krish Trish and Baltiboy: Comics of India|2012|||Children & Family Movies|TV-Y7|61||Tilak Shetty|September 8, 2017||Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal|In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister.
80182597||Movie|Krish Trish and Baltiboy: Oversmartness Never Pays|2017|||Children & Family Movies|TV-Y7|65||Tilak Shetty|September 8, 2017||Rishi Gambhir, Smita Malhotra, Deepak Chachra|A cat, monkey and donkey learn the consequences of cheating through stories from the Indian regions of Rajasthan, West Bengal and Maharashtra.
80182481||Movie|Krish Trish and Baltiboy: Part II|2010|||Children & Family Movies|TV-Y7|58|||September 8, 2017||Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal|Animal minstrels narrate stories about a monkey's friendship with a crocodile, two monkeys' foolishness and a villager's encounter with a demon.
80182621||Movie|Krish Trish and Baltiboy: The Greatest Trick|2013|||Children & Family Movies|TV-Y7|60||Munjal Shroff, Tilak Shetty|September 8, 2017||Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal|The consequences of trickery are explored in stories involving an inconsiderate husband, two greedy courtiers, and a kind man who loses everything.
80057969|tt3774694|Movie|Love|2015|6.1|47981|Cult Movies, Dramas, Independent Movies|NR|135||Gaspar Noé|September 8, 2017|France, Belgium|Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar Noé, Isabelle Nicou, Benoît Debie, Vincent Maraval, Déborah Révy|A man in an unsatisfying marriage recalls the details of an intense past relationship with an ex-girlfriend when he gets word that she may be missing.
80060297|tt2608324|Movie|Manhattan Romance|2014|5.6|1276|Comedies, Independent Movies, Romantic Movies|TV-14|98||Tom O'Brien|September 8, 2017|United States|Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier|A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.
80046728|tt2718440|Movie|Moonwalkers|2015|6.1|8537|Action & Adventure, Comedies, International Movies|R|96||Antoine Bardou-Jacquet|September 8, 2017|France, Belgium|Ron Perlman, Rupert Grint, Robert Sheehan, Stephen Campbell Moore, Eric Lampaert, Kevin Bishop, Tom Audenaert, Erika Sainte|A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing.
80046727|tt3621360|Movie|Rolling Papers|2015|6.2|470|Documentaries|TV-MA|79||Mitch Dickman|September 8, 2017|United States, Uruguay||As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture.
70304988|tt1772264|Movie|Stonehearst Asylum|2014|6.8|51616|Horror Movies, Thrillers|PG-13|113||Brad Anderson|September 8, 2017|United States|Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson, Ben Kingsley, Michael Caine, Jason Flemyng, Sophie Kennedy Clark, Sinéad Cusack, Edmund Kingsley|In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient.
80057700|tt3687398|Movie|The Runner|2015|4.7|5064|Dramas, Independent Movies|R|90||Austin Stark|September 8, 2017|United States|Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier|A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.
80045922|tt3799372|Movie|6 Years|2015|5.6|11583|Dramas, Independent Movies, Romantic Movies|NR|80||Hannah Fidell|September 8, 2015|United States|Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael|As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.
80244601|tt2101442|TV Show|Castle of Stars|2015|5.5|8|International TV Shows, Romantic TV Shows, TV Comedies|TV-14||1||September 7, 2018||Chaiyapol Pupart, Jintanutda Lummakanon, Worrawech Danuwong, Ornjira Lamwilai, Yong Armchair, Keerati Mahapreukpong, Akarat Nimitchai, Kornpassorn Duaysianklao, Nattapong Chartpong|As four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life.
80203094||Movie|City of Joy|2018|||Documentaries|TV-MA|77||Madeleine Gavin|September 7, 2018|United States,||Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.
80190843|tt8893502|TV Show|First and Last|2018|6.8|337|Docuseries|TV-MA||1||September 7, 2018|||Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.
70241607|tt2063782|Movie|Laddaland|2011|6.3|1971|Horror Movies, International Movies|TV-MA|112||Sopon Sukdapisit|September 7, 2018|Thailand|Saharat Sangkapreecha, Pok Piyatida Woramusik, Sutatta Udomsilp, Athipich Chutiwatkajornchai, Deuntem Salitul, Sahajak Boonthanakit|When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity.
80988892|tt7133686|Movie|Next Gen|2018|6.6|13980|Children & Family Movies, Comedies, Sci-Fi & Fantasy|TV-PG|106||Kevin R. Adams, Joe Ksander|September 7, 2018|China, Canada, United States|John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña, David Cross, Constance Wu|When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.
80239639|tt3120280|Movie|Sierra Burgess Is A Loser|2018|5.8|34563|Comedies, Romantic Movies|PG-13|106||Ian Samuels|September 7, 2018|United States|Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz|A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.
80159586|tt6186696|Movie|The Most Assassinated Woman in the World|2018|5.3|922|Dramas, International Movies, Thrillers|TV-MA|102||Franck Ribière|September 7, 2018|Belgium, United Kingdom, United States|Anna Mouglalis, Niels Schneider, André Wilms, Michel Fau, Sissi Duparc, Jean-Michel Balthazar, Julie Recoing, Eric Godon, Maya Coline, Constance Dollé|In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.
80152447|tt5078354|Movie|Cézanne et moi|2016|6.0|1083|Dramas, Independent Movies, International Movies|R|114||Daniele Thompson|September 7, 2017|Belgium, France|Guillaume Canet, Guillaume Gallienne, Alice Pol, Déborah François, Sabine Azéma, Freya Mavor, Isabelle Candelier, Laurent Stocker|This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys.
80221550|tt9165404|TV Show|Archibald's Next Big Thing|2019|8.0|193|Kids' TV, TV Comedies|TV-Y7||1||September 6, 2019||Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren|Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!
81154455|tt1032414|Movie|Article 15|2019|8.2|23109|Dramas, International Movies, Thrillers|TV-MA|125||Anubhav Sinha|September 6, 2019|India|Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade|The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.
81113928|tt7391996|Movie|Care of Kancharapalem|2018|9.0|4422|Comedies, Dramas, Independent Movies|TV-14|142||Maha Venkatesh|September 6, 2019||Subba Rao Vepada, Radha Bessy, Kesava Karri, Nithyasri Goru, Karthik Rathnam, Praneetha Patnaik, Mohan Bhagath, Praveena Paruchuri|From a schoolboy’s crush to a middle-aged bachelor’s office romance, four love stories spanning age, religion and status unfold in a small Indian town.
81052275|tt8490894|Movie|Ee Nagaraniki Emaindi|2018|7.9|1772|Comedies, International Movies|TV-14|133||Tharun Bhascker|September 6, 2019|India|Vishwaksen Naidu, Sushanth Reddy, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose, Simran Choudhary|In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true.
81132437|tt9749604|Movie|Kill Me If You Dare|2019|4.4|1395|Comedies, International Movies, Romantic Movies|TV-14|100||Şenol Sönmez|September 6, 2019||Murat Boz, Seda Bakan, Açelya Topaloğlu, Özgür Emre Yıldırım, Seda Güven, Yosi Mizrahi, Dilşad Şimşek, Ali Yoğurtçuoğlu|Bogged down with money problems, a couple grows cautious of each other but hit the lottery and decide to stay together – till death do they part.
80178151|tt5952634|TV Show|The Spy|2019|7.9|30395|International TV Shows, TV Dramas, TV Thrillers|TV-MA||1||September 6, 2019|France|Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem, Alexander Siddig, Waleed Zuaiter, Nassim Lyes|In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.
80058026|tt2141773|Movie|Hell and Back|2015|5.4|4723|Action & Adventure, Comedies, Independent Movies|R|86||Tom Gianas, Ross R. Shuman|September 6, 2018|United States|Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford|When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.
70303496|tt2338151|Movie|PK|2014|8.1|161813|Comedies, Dramas, International Movies|TV-14|146||Rajkumar Hirani|September 6, 2018|India|Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar|Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.
80162141|tt3116054|Movie|Hard Tide|2015|4.9|178|Dramas, Independent Movies|TV-MA|79||Robert Osman, Nathanael Wiseman|September 6, 2017|United Kingdom|Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills|A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.
80095641|tt4558042|Movie|Elstree 1976|2015|5.9|1339|Documentaries|TV-PG|102||Jon Spira|September 6, 2016|United Kingdom|Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose|"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever."
81176188|tt1093731|Movie|American Factory: A Conversation with the Obamas|2019|5.2|223|Documentaries|TV-G|10|||September 5, 2019||President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar|Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.
80159880|tt1603257|Movie|ATM|2012|4.7|22776|Comedies, International Movies, Romantic Movies|TV-14|122||Mez Tharatorn|September 5, 2018|United States, Canada|Chantavit Dhanasevi, Preechaya Pongthananikorn, Chaleumpol Tikumpornteerawong, Thawat Pornrattanaprasert, Sananthachat Thanapatpisal, Pongkool Suebsung, Puttachat Pongsuchat, Gornpop Janjaroen, Yanee Tramoth, Pongsatorn Jongwilak|When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job.
81016044|tt1621642|Movie|Bangkok Traffic (Love) Story|2009|7.2|1670|Comedies, International Movies, Romantic Movies|TV-14|126||Adisorn Tresirikasem|September 5, 2018|Thailand|Theeradej Wongpuapan, Sirin Horwang, Ungsumalynn Sirapatsakmetha, Panissara Phimpru, Taksaorn Paksukcharern, Charlie Trairat, Kazuki Yano|After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love.
80158838|tt4222718|Movie|I Fine... Thank You... Love You|2014|7.0|1908|Comedies, International Movies, Romantic Movies|TV-14|116||Mez Tharatorn|September 5, 2018|Thailand|Preechaya Pongthananikorn, Sunny Suwanmethanont, Sora Aoi, Puttachat Pongsuchat, Popetorn Soonthornyanakij|Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.
81016045||Movie|One Day|2016|||Dramas, International Movies, Romantic Movies|TV-PG|135||Banjong Pisanthanakun|September 5, 2018|Thailand|Chantavit Dhanasevi, Nittha Jirayungyurn, Theerapat Sajakul, Prim Bulakul, Kris Srepoomseth, Somyos Matures, Sutthatip Wutichaipradit, Rermthon Kemapech, Kaz Sawamura|When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.
70142798|tt1521846|Movie|Phobia 2|2009|6.7|2319|Horror Movies, International Movies|TV-MA|125||Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks|September 5, 2018|Thailand|Jirayu La-ongmanee, Charlie Trairat, Worrawech Danuwong, Marsha Wattanapanich, Nicole Theriault, Chumphorn Thepphithak, Gacha Plienwithi, Suteerush Channukool, Peeratchai Roompol, Nattapong Chartpong|From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology.
70062814|tt0440803|Movie|Shutter|2004|7.1|41146|Horror Movies, International Movies|TV-MA|96||Banjong Pisanthanakun, Parkpoom Wongpoom|September 5, 2018|Thailand|Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr|After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.
80158839|tt1869682|Movie|Suckseed|2011|7.5|2116|Comedies, International Movies|TV-MA|130||Chayanop Boonprakob|September 5, 2018|Thailand|Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam, Thawat Pornrattanaprasert|When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.
80147760|tt2989524|Movie|Carrie Pilby|2016|6.6|8706|Comedies, Dramas|TV-14|98||Susan Johnson|September 5, 2017|United States|Bel Powley, Nathan Lane, Vanessa Bayer, Gabriel Byrne, Jason Ritter, Colin O'Donoghue, William Moseley, Desmin Borges|A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date.
80177405|tt7335938|Movie|Marc Maron: Too Real|2017|7.2|1657|Stand-Up Comedy|TV-MA|70||Lynn Shelton|September 5, 2017|United States|Marc Maron|Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.
80113482|tt5595688|TV Show|No Tomorrow|2016|7.2|4725|Romantic TV Shows, TV Comedies, TV Dramas|TV-14||1||September 5, 2017|United States|Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue, Jesse Rath, Amy Pietz|Her straitjacketed life turned topsy-turvy by hunky Xavier, Evie discovers a new freedom – even though her man just might be an end-of-days crackpot.
81160036|tt5580778|Movie|Saawan|2016|7.2|183|Dramas, Independent Movies, International Movies|TV-14|128||Farhan Alam|September 4, 2019|Pakistan|Karam Hussain, Arif Bahlim, Najiba Faiz, Saleem Mairaj, Imran Aslam, Daniyal Yousuf, Sohail Malik, Ali Hafiz|Outcast from society and left to die in the wilderness, a young boy with polio embarks on a journey to connect with his mother. Based on a true story.
81173255|tt6318848|Movie|The Heretics|2017|4.7|1560|Horror Movies|TV-MA|88||Chad Archibald|September 4, 2019|Canada|Nina Kiri, Ry Barrett, Jorja Cadence, Will King, Nina Richmond|A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.
81078908|tt7643622|Movie|The World We Make|2019|5.3|490|Dramas, Romantic Movies|PG|108||Brian Baugh|September 4, 2019|United States|Caleb Castille, Rose Reid, Kevin Sizemore, Gregory Alan Williams|A teenage equestrian and a local football player for each other, but simmering racism in their small town puts their relationship to the test.
81155784|tt9378320|Movie|Watchman|2019|5.2|259|Comedies, Dramas, International Movies|TV-14|93||A. L. Vijay|September 4, 2019|India|G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun, Yogi Babu, Munishkanth|Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside.
80201906|tt1825683|Movie|Black Panther|2018|7.3|621102|Action & Adventure, Sci-Fi & Fantasy|PG-13|135||Ryan Coogler|September 4, 2018|United States|Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis, Florence Kasumba, John Kani, David S. Lee, Stan Lee|T'Challa, the superpowered new leader of the hidden, highly advanced African nation of Wakanda, strives to protect his home from enemies old and new.
80052612|tt3064298|Movie|Man Up|2015|6.8|48710|Comedies, International Movies, Romantic Movies|R|88||Ben Palmer|September 4, 2018|United Kingdom, France|Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge|A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.
80113641|tt0186151|TV Show|Frequency|2016|7.3|100938|Crime TV Shows, TV Dramas, TV Mysteries|TV-14||1||September 4, 2017|United States|Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar|A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.
81054495|tt1084733|Movie|Mo Gilligan: Momentum|2019|6.3|323|Stand-Up Comedy|TV-MA|64||Chris Howe|September 30, 2019|United Kingdom|Mo Gilligan|Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.
80996949|tt5034326|TV Show|Adam Ruins Everything|2018|8.0|6185|TV Comedies|TV-14||1||September 30, 2018|United States|Adam Conover, Adam Lustick, Emily Axford|Education can be fun – and funny. Comedian Adam Conover bursts misconceptions, deconstructs topics and leaves with positive takeaways.
80239337|tt0760437|TV Show|Ben 10|2016|7.2|12886|Kids' TV|TV-Y7||1||September 30, 2018|United States|Tara Strong, Montse Hernandez, David Kaye, Roger Craig Smith, Todd Haberkorn, Dwight Schultz, Daryl Sabara|Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.
70212504|tt1430615|Movie|Big Miracle|2012|6.5|18639|Children & Family Movies, Dramas|PG|107||Ken Kwapis|September 30, 2018|United States, United Kingdom|Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston|After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.
81011682|tt8205180|TV Show|Christiane Amanpour: Sex & Love Around the World|2018|7.4|708|Docuseries|TV-MA||1||September 30, 2018|United States||A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports.
80128317|tt5144776|TV Show|The Eighties|2016|8.3|1168|Docuseries|TV-PG||1||September 30, 2018|United States||This nostalgic documentary series relives the 1980s from a variety of angles, exploring its impact on the politics, technology and culture of today.
81027384|tt5737432|TV Show|The Nineties|2017|8.2|979|Docuseries|TV-14||1||September 30, 2018|United States||This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.
80030186|tt4491456|TV Show|The Seventies|2015|8.3|1214|Docuseries|TV-PG||1||September 30, 2018|United States||This series examines 1970s America, focusing on the major political and historical landmarks of the decade and the cultural response to those events.
80116921|tt4839610|TV Show|We Bare Bears|2017|7.9|11577|Kids' TV, TV Comedies|TV-Y7||1||September 30, 2018|United States|Eric Edelstein, Demetri Martin, Bobby Moynihan|Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world.
80187061||Movie|The Mayor|2017|||Dramas, International Movies|TV-MA|130||Park In-je|September 30, 2017|South Korea|Min-sik Choi, Do-won Kwak, Eun-kyung Shim, So-ri Moon, Mi-ran Ra, Hye-young Ryu, Ki Hong Lee, Sun-gyu Jin, Joo-yeon Lee, Byeong-eun Park|With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden.
80181555|tt6596634|TV Show|The Royal House of Windsor|2017|7.4|1118|British TV Shows, Docuseries, International TV Shows|TV-14||1||September 30, 2017|United Kingdom||Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more.
80081155|tt5952332|Movie|Amanda Knox|2016|6.9|21096|Documentaries|TV-MA|92||Rod Blackhurst, Brian McGinn|September 30, 2016|Denmark, United States||She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.
80184358|tt4051832|TV Show|Lovesick|2014|8.1|15821|International TV Shows, Romantic TV Shows, TV Dramas|TV-14||1||September 3, 2018||Kongyingyong Chonlathorn, Phumphothingam Nawat, Luangsodsai Anupart, Nuchanart Veerakaarn, Chindavanich Primrose, Charnmanoon Pannin, Nungira Hanwutinanon, Ausavaterakul Ausavapat, Sirikiet Saejea, Nontapan Chuenwarin|Love and academics get complicated at an all-male college that happens to be located next to an all-female high school.
80198585|tt7448180|Movie|The Debt Collector|2018|5.8|5665|Action & Adventure|TV-MA|96||Jesse V. Johnson|September 3, 2018|United Kingdom, United States|Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd|A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection.
70233894||Movie|Act of Vengeance|2010|||Action & Adventure, International Movies|NR|112||Mahsun Kırmızıgül|September 29, 2018|Turkey, United States|Haluk Bilginer, Mahsun Kırmızıgül, Mustafa Sandal, Gina Gershon, Robert Patrick, Danny Glover, Engin Altan Düzyatan, Scott William Winters, Sharrieff Pugh|"Two Turkish agents are sent to New York City on a mission to capture a notorious terrorist known only as ""Dejjal"" (Arabic for Antichrist)."
