show_id|IMDB_id|type|title|release_year|rating|popularity|genres|PG|duration|seasons|director|date_added|country|cast|description
80103428|tt3410408|Movie|Rocky Handsome|2016|6.8|7318|Action & Adventure, International Movies|NR|119||Nishikant Kamat|February 17, 2017|India|John Abraham, Diya Chalwad, Shruti Haasan, Nishikant Kamat, Sharad Kelkar, Nathalia Kaur|A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.
80113673|tt4814290|Movie|TE3N|2016|7.3|11587|Dramas, International Movies, Thrillers|TV-14|128||Ribhu Dasgupta|February 17, 2017|India|Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Mukesh Chhabra, Sabyasachi Chakraborty, Prakash Belawadi, Tota Roy Chowdhury, Padmavati Rao, Suneel Sinha|Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead.
80013271||Movie|Black Sea|2015|||Action & Adventure, Dramas, International Movies|R|114||Kevin MacDonald|February 16, 2019|United Kingdom, United States, Russia|Jude Law, Scoot McNairy, Ben Mendelsohn, Bobby Schofield, Tobias Menzies, Michael Smiley, Grigoriy Dobrygin, David Threlfall, Jodie Whittaker, Karl Davies|A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist.
81004511||Movie|Studio 54|2018|||Documentaries|TV-MA|99||Matt Tyrnauer|February 16, 2019|United States||This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.
80989337|tt5884784|Movie|The Super|2017|5.9|11638|Horror Movies|R|89||Stephan Rick|February 16, 2019|United States|Patrick John Flueger, Val Kilmer, Louisa Krause, Mattea Conforti, Taylor Richardson, Paul Ben-Victor, Yul Vazquez, Andrea Lynn Green, Travaris Spears, Melissa Bolona|When an ex-cop becomes a superintendent of an apartment building, he suspects the sinister janitor is behind the eerie disappearances of its tenants.
80191555|tt8004552|Movie|Agustín Aristarán: Soy Rada|2018|6.8|92|Stand-Up Comedy|TV-MA|60||Mariano Baez|February 16, 2018|Argentina|Agustín Aristarán|"Argentine comedian Agustín ""Radagast"" Aristarán adds doses of magic, music and acting to his high-energy stand-up routine."
80117551|tt7078710|TV Show|Everything Sucks!|2018|7.5|14770|TV Comedies, TV Dramas, Teen TV Shows|TV-14||1||February 16, 2018|United States|Jahi Di'Allo Winston, Peyton Kennedy, Patch Darragh, Claudine Mboligikpelani Nako, Rio Mangini, Quinn Liebling, Sydney Sweeney, Elijah Stevenson, Zachary Ray Sherman, Abi Brittle|It's 1996 in a town called Boring, where high school misfits in the AV and drama clubs brave the ups and downs of teenage life in the VHS era.
80184625|tt6119856|Movie|Irreplaceable You|2018|6.4|8082|Dramas, Romantic Movies|TV-MA|96||Stephanie Laing|February 16, 2018|United States|Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken, Steve Coogan, Kate McKinnon, Jacki Weaver, Timothy Simons, Brian Tyree Henry, Alanna Masterson, Gayle Rankin, Tamara Tunie|A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating.
80184154|tt1679221|TV Show|Kon Kon Kon|2014|||Docuseries, International TV Shows|TV-PG||1||February 16, 2018|||Explore the stories of ordinary people dealing with extraordinary circumstances in this series that focuses on overcoming obstacles and odds.
70100084|tt1013753|Movie|Milk|2008|7.5|164143|Dramas, Independent Movies, LGBTQ Movies|R|128||Gus Van Sant|February 16, 2017|United States|Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna, James Franco, Alison Pill, Victor Garber, Denis O'Hare, Joseph Cross, Stephen Spinella, Lucas Grabeel, Brandon Boyce|Sean Penn stars in this biopic about Harvey Milk, the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978.
80106438||Movie|Operator|2016|||Comedies, Dramas, Independent Movies|TV-MA|91||Logan Kibens|February 16, 2017|United States|Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta, Christine Lahti, Kate Cobb, Kristopher Lofton, Tim Hopper, Trevor Dawkins|When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her.
70295085|tt3221698|Movie|Marvel's Iron Man & Hulk: Heroes United|2013|4.7|2137|Action & Adventure, Sci-Fi & Fantasy|PG|72||Leo Riley, Eric Radomski|February 16, 2014|United States|Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker, Robin Atkin Downes, David Kaye|When scientists join Hulk's gamma energy with Tony Stark's Arc Reactor, the resulting force creates a foe that only the two Marvel heroes can combat.
80159877|tt3026488|Movie|Alone in Berlin|2016|6.5|8103|Dramas|R|103||Vincent Perez|February 15, 2019|United Kingdom, France, Germany|Emma Thompson, Brendan Gleeson, Daniel Brühl, Monique Chaumette, Joachim Bissmeier, Katrin Pollitt, Lars Rudolph, Uwe Preuss, Daniel Sträßer, Rainer Reiners, Mikael Persbrandt|After learning of their son's death on the battlefield, a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler.
81043345|tt7642818|Movie|Among Family|2017|7.7|20123|Comedies, International Movies|TV-14|127||Ozan Açıktan|February 15, 2019|Turkey|Engin Günaydın, Demet Evgar, Erdal Özyagcilar, Su Kutlu, Devrim Yakut, Fatih Artman, Gülse Birsel, Sevket Çoruh, Derya Karadas, Devin Özgür Cinar|Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.
80208091|tt5981304|Movie|Anchor and Hope|2017|6.3|886|Comedies, Dramas, LGBTQ Movies|TV-MA|113||Carlos Marques-Marcet|February 15, 2019|Spain|Oona Chaplin, Natalia Tena, David Verdaguer, Geraldine Chaplin|Kat and Eva’s happy romance hits a rough patch when Eva decides that she wants a child. Visiting friend Roger could help complete their family.
81052266|tt7797658|Movie|Awe|2018|7.8|3690|Dramas, International Movies, Sci-Fi & Fantasy|TV-MA|111||Prasanth Varma|February 15, 2019|India|Kajal Aggarwal, Nithya Menon, Regina Cassandra, Eesha Rebba, Murli Sharma, Srinivas Avasarala, Priyadarshi Pullikonda|Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection.
81067757|tt6891660|Movie|Ayana|2017|7.7|109|Dramas, International Movies|TV-14|112||Gangadhar Salimath|February 15, 2019|India|Deepak Subramanya, Apoorva Soma, Ramesh Bhat, Harsha H S, Karthik A, Goutham Shashidhar, Nagshree Karkone, Moksha Kushal, Vedashree Rao|With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions.
81015076|tt8132700|Movie|Behind the Curve|2018|6.5|8339|Documentaries|TV-14|96||Daniel J. Clark|February 15, 2019|United States||Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it.
80095232||Movie|Buddies|2012|||Comedies, Dramas, Independent Movies|TV-MA|103||Marcelo Galvão|February 15, 2019|Brazil|Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, Amélia Bittencourt, Giulia de Souza Merigo, Deto Montenegro, Rui Unas|"Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together."
81067758|tt5069058|Movie|Candyflip|2017|6.0|83|Dramas, Independent Movies, International Movies|TV-MA|104||Shanawaz Nellikunnil|February 15, 2019|India|Prashant Prakash, Kalki Koechlin, Prakash Raj, Gulshan Devaiah, Valeriya Polyanychko|On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs.
70002291||Movie|Chameli|2004|||Dramas, International Movies|TV-14|102||Sudhir Mishra|February 15, 2019|India|Kareena Kapoor, Rahul Bose, Rinke Khanna, Yashpal Sharma, Makrand Deshpande, Kabir Sadanand, Pankaj Jha|While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night.
81050193|tt6540984|Movie|Deadly Scholars|2018|4.0|490|Dramas, Thrillers|TV-14|86||Danny J. Boyle|February 15, 2019|United States|Kennedy Lea Slocum, Corey Fogelmanis, Alexa Mansour, Peyton Clark, Sheryl Lee, Sherri Saum, Eric Stanton Betts, Paris Berelc, Pedro Correa, Alissa Latow|After a series of strange deaths, a high school reporter tries to pin down the killer who's targeting students eligible for a prestigious scholarship.
81067759||Movie|Fatso|2012|||Comedies, Dramas, International Movies|TV-14|97||Rajat Kapoor|February 15, 2019|India|Ranvir Shorey, Gul Panag, Purab Kohli, Neil Bhoopalam, Gunjan Bakshi, Saurabh Shukla, Atul Kumar, Brijendra Kala, Bharati Achrekar, Rahul Vohra|Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend.
80045203|tt4057466|TV Show|Hjørdis|2015|7.3|570|International TV Shows, TV Comedies, TV Dramas|TV-14||1|Lars Kaalund|February 15, 2019|Denmark|Lise Baastrup, Martin Brygmann, Ellen Hillingsø, Nicky Andersen, Nicoline Sharma Rubow, Jasmin Bart-Williams, William Rützou, Marius Due, Robert Hansen|"This miniseries spinoff of ""Rita"" follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students."
80188051|tt9654082|TV Show|Larry Charles' Dangerous World of Comedy|2019|7.3|507|Docuseries, TV Comedies|TV-MA||1||February 15, 2019||Larry Charles|Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places.
81043346|tt7535792|Movie|My Travel Buddy|2017|6.1|5763|Comedies, International Movies|TV-14|111||Bedran Güzel|February 15, 2019|Turkey|Oguzhan Koç, İbrahim Büyükak, Emre Kınay, Aslı Bekiroğlu, Eda Ece, Bahar Sahin, Muharrem Bayrak, Toygan Avanoglu|Days before Eid, a salesman fired from his job drives to Ayvalık to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.
81045069|tt8484586|Movie|Neevevaro|2018|6.8|639|Dramas, International Movies, Romantic Movies|TV-14|132||Hari Nath|February 15, 2019|India|Aadhi, Tapsee Pannu, Ritika Singh, Vennela Kishore, Sapthagiri|When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye.
80216820|tt6529772|Movie|Never Heard|2018|5.4|404|Dramas, Faith & Spirituality|TV-14|89||Josh Webber|February 15, 2019|United States|Romeo Miller, David Banner, Robin Givens, Karrueche Tran, Dijon Talton, Dorien Wilson, Karen Abercrombie, Kandi Burruss, Brian White, Jackie Long|As his father sits behind bars, a young man is lured into Los Angeles' merciless drug world and forced to choose between God and gang life.
81026667|tt2445568|Movie|Outlawed|2018|4.9|1069|Action & Adventure|TV-MA|102||Adam Collins, Luke Radford|February 15, 2019|United Kingdom|Adam Collins, Jessica Norris, Ian Hitchens, Steven Blades, Zara Phythian, Anthony Burrows, Andy Calderwood, Emmeline Kellie, Andre Squire, Ollie Christie|After a failed mission, an ex-Royal Marines Commando tries to overcome his demons while investigating the death of his ex-girlfriend's father.
70056686|tt0480572|Movie|Pyaar Ke Side Effects|2006|6.7|2984|Comedies, International Movies, Romantic Movies|TV-14|120||Saket Chaudhary|February 15, 2019|India|Rahul Bose, Mallika Sherawat, Ranvir Shorey, Sharat Saxena, Aamir Bashir, Taraana Raja, Jas Arora, Suchitra Pillai, Sapna Bhavnani, Sophiya Chaudhary|A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into.
81067761|tt0332766|Movie|Sur: The Melody of Life|2002|6.5|459|Dramas, International Movies|TV-14|137||Tanuja Chandra|February 15, 2019|India|Lucky Ali, Simone Singh, Achint Kaur, Ehsan Khan, Harsh Vasisht, Yashodhan Bal, Gauri Karnik, Divya Dutta|A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over.
81045551|tt9789272|TV Show|The 43|2019|7.4|63|Crime TV Shows, Docuseries, International TV Shows|TV-MA||1||February 15, 2019||Paco Ignacio Taibo II|This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.
80992672|tt6728096|Movie|The Breaker Upperers|2018|5.9|5304|Comedies, Independent Movies, International Movies|TV-MA|82||Jackie van Beek, Madeleine Sami|February 15, 2019|New Zealand|Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement|For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel.
81050194|tt5810368|Movie|The Detained|2017|3.4|1401|Horror Movies, Thrillers|TV-MA|85||Blair Hayes|February 15, 2019|United States|Alex Frnka, Sarah Davenport, Henry Zaga, Coy Stewart, Jennifer Robyn Jacobs, Gillian Vigman, Kevin Blake|Five high school students serving Saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them.
81045308|tt6843558|TV Show|The Kirlian Frequency|2017|7.6|880|International TV Shows, Spanish-Language TV Shows, TV Horror|TV-14||1||February 15, 2019|Argentina|Nicolás Van de Moortele, Letizia Denise Bloisi, María Dupláa, Ciro Herce, Milagros Molina, Jorge Pinarello, Casper Uncal, Jorge Luis Alonso|In the midnight hour, a lone DJ broadcasts the strangest – and scariest – tales from the outer edges of Kirlian, a lost city somewhere in Argentina.
80186863|tt1312171|TV Show|The Umbrella Academy|2019|8.0|154036|TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy|TV-14||1||February 15, 2019|United States||Reunited by their father's death, estranged siblings with extraordinary powers uncover shocking family secrets – and a looming threat to humanity.
70109378|tt1132606|Movie|Ugly Aur Pagli|2008|3.7|699|Comedies, International Movies, Romantic Movies|TV-14|115||Sachin Kamlakar Khot|February 15, 2019|India|Mallika Sherawat, Ranvir Shorey, Tinnu Anand, Sushmita Mukherjee, Manish Anand, Vihang Nayak, Bharati Achrekar, Zeenat Aman|Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim.
81043343|tt5748380|Movie|You're Everything To Me|2016|6.3|2255|Comedies, Dramas, Independent Movies|TV-PG|107||Tolga Örnek|February 15, 2019|Turkey|Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik|When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter.
80988834|tt6502956|Movie|Yucatán|2018|5.5|1714|Comedies, International Movies|TV-MA|130||Daniel Monzón|February 15, 2019|Spain|Luis Tosar, Rodrigo de la Serna, Joan Pera, Stephanie Cayo, Gloria Muñoz, Adrián Núñez, Alicia Fernández, Jorge Asín, Agustín Jiménez, Lupe Cartié Roda, Txell Aixendri, Xavi Lite, Alejandro Vera, João Lagarto|Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.
80144372|tt5918028|Movie|Asura: The City of Madness|2016|6.6|2259|Action & Adventure, Dramas, International Movies|NR|133||Sung-soo Kim|February 15, 2018|South Korea|Jung-min Hwang, Do-won Kwak, Man-sik Jung, Woo-sung Jung|Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on.
80201612|tt5108764|Movie|Daagdi Chaawl|2015|6.2|167|Action & Adventure, Dramas, International Movies|TV-14|118||Chandrakant Kanse|February 15, 2018|India|Ankush Chaudhari, Makrand Deshpande, Pooja Sawant, Sanjay Khapre, Yatin Karyekar, Kamlesh Sawant, Sandeep Gaikwad, Digvijay Rohidas|A simple man's peaceful life is complicated when an incident brings him in contact with a gangster and launches his journey into the underworld.
80202087|tt2130033|Movie|Fakta Ladh Mhana|2011|6.4|112|Action & Adventure, Dramas, International Movies|TV-14|150||Sanjay Jadhav|February 15, 2018|India|Sachin Khedekar, Bharat Jadhav, Aniket Vishwasrao, Siddarth Jadhav, Sanjay Narvekar, Vaibhav Mangale, Santosh Juvekar, Sanjay Khapre, Mahesh Manjrekar|A young man enlists the help of his friends to avenge his uncle's death by taking on a powerful, unscrupulous politician.
80201816|tt0814209|Movie|Matichya Chuli|2006|6.8|112|Comedies, Dramas, International Movies|TV-14|132||Sudesh Manjrekar, Atul Kale|February 15, 2018|India|Sudhir Joshi, Vandana Gupte, Ankush Chaudhari, Madhura Velankar, Sanjay Mone, Anand Abhyankar|A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.
80201605|tt2327425|Movie|Morya|2011|7.2|98|Dramas, International Movies|TV-14|121||Avadhoot Gupte|February 15, 2018|India|Santosh Juvekar, Chinmay Mandlekar, Pari Telang, S. Joshi, Dilip Prabhavalkar, Ganesh Yadav, Pushkar Shrotri|Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.
80235135|tt0114168|TV Show|Powder|2010|6.6|28381|Crime TV Shows, International TV Shows, TV Dramas|TV-14||1||February 15, 2018|India|Manish Chaudhary, Pankaj Tripathi, Geetika Tyagi, Rahul Bagga|Two men who grew up in Mumbai's slums are drawn into the city's brutal narcotics trade, where they fight on opposite sides of the law.
80201609|tt2878406|Movie|Premachi Goshta|2013|7.3|317|International Movies, Romantic Movies|TV-14|127||Satish Rajwade|February 15, 2018|India|Atul Kulkarni, Sagarika Ghatge, Rohini Hattangadi, Sulekha Talvalkar, Meera Welankar, Satish Rajwade|A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselor's office, with unexpected results.
80198794|tt7332652|TV Show|Re:Mind|2017|5.0|1186|International TV Shows, TV Dramas, TV Mysteries|TV-MA||1||February 15, 2018|Japan|Keyakizaka46|Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act.
70116577||Movie|Sakhi|2007|||Dramas, International Movies, Music & Musicals|TV-PG|152||Sanjay Soorkar|February 15, 2018|India|Ashok Saraf, Sonali Kulkarni, Subodh Bhave, Usha Nadkarni, Raghavendra Kadkol, Pushkar Shrotri, Lokesh Gupte, Santosh Juvekar, Jyoti Joshi, Kishor Mahabole|Caught in a downward spiral of failed career moves, misguided ambitions and bad relations, a pair of lost souls find hope in an unexpected friendship.
70121660|tt0833533|Movie|Sarivar Sari|2005|7.2|36|Dramas, International Movies|TV-14|126||Gajendra Ahire|February 15, 2018|India|Madhura Velankar, Mohan Joshi, Nina Kulkarni, Manasi Salvi, Milind Gunaji, Shreyas Talpade, Bharat Jadhav|Raised in working-class Mumbai, Manisha has an independent spirit that angers her father, who favors Manisha's medical student sister, Mini. Things reach a breaking point when Manisha's father beats her for accepting a modeling contract.
70120167|tt0970452|Movie|Solomon Kane|2009|6.1|69109|Action & Adventure, International Movies, Sci-Fi & Fantasy|R|104||Michael J. Bassett|February 15, 2018|Czech Republic, United Kingdom, France|James Purefoy, Pete Postlethwaite, Rachel Hurd-Wood, Alice Krige, Jason Flemyng, Mackenzie Crook, Patrick Hurd-Wood, Max von Sydow|In this epic tale, a once-murderous sea captain is holed up in a monastery in retreat from the devil, whom the captain fears is coming for his soul.
80201622|tt2302945|Movie|Tukaram|2012|7.2|228|Dramas, Faith & Spirituality, International Movies|TV-PG|162||Chandrakant Kulkarni|February 15, 2018|India|Jitendra Joshi, Prateeksha Lonkar, Sharad Ponkshe, Radhika Apte, Veena Jamkar, Yatin Karyekar, Smita Tambe, Vrishasen Dabholkar|A child whose innocence and devotion set him apart from the other children of his village grows up to be one of the foremost saints of India.
80201817|tt2343847|Movie|Zenda|2009|7.0|397|Dramas, International Movies|TV-14|120||Avadhoot Gupte|February 15, 2018|India|Santosh Juvekar, Siddharth Chandekar, Sachit Patil, Chinmay Mandlekar, Rajesh Shringarpure, Pushkar Shrotri, Tejashree Pradhan, Neha Joshi|A change in the leadership of a political party sparks bitter conflict and the party's division into two rival factions.
80082749|tt3296980|Movie|A Heavy Heart|2015|7.1|633|Dramas, Independent Movies, International Movies|NR|109||Thomas Stuber|February 15, 2017|Germany|Peter Kurth, Lena Lauzemis, Lina Wendel, Edin Hasanovic, Marko Dyrlich, Peter Schneider, Reiner Schöne, Udo Kroschwald|Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder.
80065214|tt3245848|Movie|Aram, Aram|2015|6.5|177|Dramas, Independent Movies|TV-14|79||Christopher Chambers|February 15, 2017|United States|John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian|Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.
80152155|tt5198944|Movie|La Coppia dei Campioni|2016|3.7|255|Comedies, International Movies|TV-MA|88||Giulio Base|February 15, 2017|Italy|Massimo Boldi, Massimiliano Tortora, Anna Maria Barbera, Massimo Ceccherini, Pia Lanciotti, Flora Canto|After winning a shared trip to a soccer match, two colleagues who hold opposite world views find they're stuck traveling together for the duration.
80158801|tt6209442|TV Show|Nightmare High|2016|7.1|276|International TV Shows, Korean TV Shows, TV Dramas|TV-14||1||February 15, 2017|South Korea|So-hyun Kim, Min-hyuk Lee, Ki-joon Uhm, Da-Ye Kim, Seung-do Baek, Shin-ae Seo|After a new teacher arrives, students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late.
70137744|tt1545103|Movie|Rush: Beyond the Lighted Stage|2010|8.4|4166|Documentaries, Music & Musicals|TV-14|107||Sam Dunn, Scot McFadyen|February 15, 2017|Canada||Celebrate the remarkable 40-year career of influential Canadian rockers Rush with this documentary, which details the band's formation and evolution.
80158803|tt5563330|TV Show|Spark|2016|6.7|4456|International TV Shows, Korean TV Shows, Romantic TV Shows|TV-14||1||February 15, 2017|South Korea|Jong-chan Na, Bo-ra Nam, Da-young Joo, Yeo One, Ki-sung Bae, Jin-joo Park, Eun-soo Kwon|A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?
80167461|tt4771896|Movie|The Fury of a Patient Man|2016|6.8|10351|International Movies, Thrillers|NR|92||Raúl Arévalo|February 15, 2017|Spain|Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez, Manolo Solo, Font García, Pilar Gómez, Alicia Rubio|After his lover is killed in a jewelry store robbery, quiet José romances café owner Ana, who's unaware he has other motivations.
80157565|tt4341864|Movie|The Memory of Water|2015|6.1|649|Dramas, International Movies|NR|88||Matías Bize|February 15, 2017|Chile, Spain, Argentina, Germany|Elena Anaya, Benjamín Vicuña, Néstor Cantillana, Sergio Hernández, Silvia Marty, Etienne Bobenrieth, Antonia Zegers, Pablo Cerda|When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage.
80007215|tt3511812|Movie|Stop at Nothing: The Lance Armstrong Story|2014|7.5|2796|Documentaries, International Movies, Sports Movies|NR|100||Alex Holmes|February 15, 2015|Australia, United Kingdom, United States, New Zealand, Italy, France||An athlete dupes the world with his tale of miraculous recovery from cancer, becoming a sports hero and beacon of hope, but can he outpace the truth?
80204889|tt9654080|TV Show|Dating Around|2019|6.3|1013|Reality TV, Romantic TV Shows|TV-MA||1||February 14, 2019|||In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date.
81071972||Movie|Grass|2017|||Comedies, Independent Movies|TV-MA|57||Tanuj Chopra|February 14, 2019|United States|Emily Chang, Pia Shah, Anthony Ma|Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.
80244853|tt8466562|Movie|Ken Jeong: You Complete Me, Ho|2019|5.7|2059|Stand-Up Comedy|TV-MA|62||Jon M. Chu|February 14, 2019|United States|Ken Jeong|"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
80167498|tt8005338|Movie|Chris Rock: Tamborine|2018|6.6|5945|Stand-Up Comedy|TV-MA|65||Bo Burnham|February 14, 2018|United States|Chris Rock|Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.
80227304|tt7853242|Movie|Love Per Square Foot|2018|7.2|7278|Comedies, International Movies, Romantic Movies|TV-14|133||Anand Tiwari|February 14, 2018|India|Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghuvir Yadav, Ratna Pathak Shah, Supriya Pathak|Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.
80118913|tt7343520|TV Show|The Mortified Guide|2018|7.9|264|Docuseries|TV-MA||1||February 14, 2018|United States||Brave people get onstage to read hilarious and humiliating tales of gawky teenage love, family dysfunction and other stories from their younger years.
80081987|tt2962984|Movie|Girlfriend's Day|2017|5.2|3451|Comedies, Independent Movies|TV-MA|71||Michael Paul Stephenson|February 14, 2017|United States|Bob Odenkirk, Amber Tamblyn, Natasha Lyonne, Alex Karpovsky, Stacy Keach, Andy Richter, Ed Begley Jr., David Sullivan, Larry Fessenden, June Diane Raphael, Rich Sommer, Steven Michael Quezada, Echo Kellum, Stephanie Courtney, Toby Huss, Tucker Smallwood, Kevin O'Grady, Nate Mooney|When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.
80134968|tt6540084|Movie|Katherine Ryan: In Trouble|2017|7.0|1876|Stand-Up Comedy|TV-MA|64||Colin Dench|February 14, 2017|United Kingdom|Katherine Ryan|Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation.
80134887|tt5153158|Movie|Me and the Alien|2016|5.5|141|Comedies, Dramas, International Movies|TV-MA|83||Jesús Magaña Vázquez|February 14, 2017|Mexico|Ines De Tavira, Juan Pablo Campa, Paco de la Fuente, Juan Ugarte, Carlos Aragón, Gloria Toba, Jessy Bulbo, Tato Alexander, Fabiola Guajardo, Arturo Carmona|Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent.
80150604|tt0090319|TV Show|White Nights|2016|6.7|6682|International TV Shows, Korean TV Shows, TV Dramas|TV-14||1||February 14, 2017|South Korea|Yo-Won Lee, Goo Jin, U-ie, Hae-in Jung, Gook-hwan Jeon, Han-yong Jeong|A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.
80046696|tt3912040|Movie|Sister Code|2015|4.7|363|Comedies, Dramas, Romantic Movies|R|95||Corey Grant|February 14, 2016|United States|Drew Sidora, Eva Marcille, Amber Rose, Marcus T. Paulk, Erica Ash, Essence Atkins, Amin Joseph, Rolonda Watts, Brooklyn McLinn, Don Hale Jr., Duane Martin, Anne-Marie Johnson|After the death of their beloved mother, three foster sisters find their bond tested by old grudges, career tensions and a startling revelation.
70118368|tt1368116|Movie|Merantau|2009|6.7|10151|Action & Adventure, Dramas, International Movies|R|112||Gareth Evans|February 13, 2019|Indonesia|Iko Uwais, Sisca Jessica, Christine Hakim, Mads Koudal, Yusuf Aulia, Alex Abbad, Yayan Ruhian, Laurent Buson, Donny Alamsyah, Ratna Galih|In this fast-paced Indonesian thriller, a young martial arts master travels to Jakarta, where he saves an orphan from a human-trafficking ring.
80168084||Movie|Trophy|2017|||Documentaries|TV-MA|110||Shaul Schwarz, Christina Clusiau|February 13, 2018|United Kingdom, Namibia, South Africa, Zimbabwe, United States||This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives.
80038290|tt4677816|Movie|Virunga: Gorillas in Peril|2015|6.2|26|Documentaries|NR|29|||February 13, 2015|United States||The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.
81074663|tt6939026|Movie|Period. End of Sentence.|2018|7.4|5273|Documentaries|TV-PG|26||Rayka Zehtabchi|February 12, 2019|United States||In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence.
