|IMDB_titleID|category|title|release_year|seasons|movie_duration|average_rating|number_rating|director|casting|country|date_added|parental_guideline|listed_in|summary
0|/title/tt9428190/|Movie|Norm of the North: King Sized Adventure|2019||90|3.1|235|Richard Finn, Tim Maltby|Alan Marriott, Andrew Toth, Brian Dobson, Cole Howard, Jennifer Cameron, Jonathan Holmes, Lee Tockar, Lisa Durupt, Maya Kay, Michael Dobson|United States, India, South Korea, China|September 9, 2019|TV-PG|Children & Family Movies, Comedies|Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first.
1|/title/tt6999080/|Movie|Jandino: Whatever it Takes|2016||94|5.3|15||Jandino Asporaat|United Kingdom|September 9, 2016|TV-MA|Stand-Up Comedy|"Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show."
2|/title/tt1659175/|TV Show|Transformers Prime|2013|1||7.8|4891||Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs, Kevin Michael Richardson, Tania Gunadi, Josh Keaton, Steve Blum, Andy Pessoa, Ernie Hudson, Daran Norris, Will Friedle|United States|September 8, 2018|TV-Y7-FV|Kids' TV|With the help of three human allies, the Autobots once again protect Earth from the onslaught of the Decepticons and their leader, Megatron.
3|/title/tt3604232/|TV Show|Transformers: Robots in Disguise|2016|1||6.0|764||Will Friedle, Darren Criss, Constance Zimmer, Khary Payton, Mitchell Whitfield, Stuart Allan, Ted McGinley, Peter Cullen|United States|September 8, 2018|TV-Y7|Kids' TV|When a prison ship crash unleashes hundreds of Decepticons on Earth, Bumblebee leads a new Autobot force to protect humankind.
4|/title/tt6119504/|Movie|#realityhigh|2017||99|5.2|4866|Fernando Lebrija|Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers, Alicia Sanz, Jake Borelli, Kid Ink, Yousef Erakat, Rebekah Graf, Anne Winters, Peter Gilroy, Patrick Davis|United States|September 8, 2017|TV-14|Comedies|When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.
5|/title/tt4418844/|TV Show|Apaches|2016|1||6.8|182||Alberto Ammann, Eloy Azorín, Verónica Echegui, Lucía Jiménez, Claudia Traisac|Spain|September 8, 2017|TV-MA|Crime TV Shows, International TV Shows, Spanish-Language TV Shows|A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.
6|/title/tt1971325/|Movie|Automata|2014||110|6.1|52169|Gabe Ibáñez|Antonio Banderas, Dylan McDermott, Melanie Griffith, Birgitte Hjort Sørensen, Robert Forster, Christa Campbell, Tim McInnerny, Andy Nyman, David Ryall|Bulgaria, United States, Spain, Canada|September 8, 2017|R|International Movies, Sci-Fi & Fantasy, Thrillers|In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy.
7|/title/tt8134310/|Movie|Fabrizio Copano: Solo pienso en mi|2017||60|5.1|20|Rodrigo Toro, Francisco Schultz|Fabrizio Copano|Chile|September 8, 2017|TV-MA|Stand-Up Comedy|Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more.
8|/title/tt7293754/|TV Show|Fire Chasers|2017|1||6.6|285|||United States|September 8, 2017|TV-MA|Docuseries, Science & Nature TV|As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries.
9|/title/tt1361318/|Movie|Good People|2014||90|5.5|14755|Henrik Ruben Genz|James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh|United States, United Kingdom, Denmark, Sweden|September 8, 2017|R|Action & Adventure, Thrillers|A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.
10|/title/tt2917388/|Movie|Kidnapping Mr. Heineken|2015||95|6.1|18366|Daniel Alfredson|Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins, Mark van Eeuwen, Thomas Cocquerel, Jemima West, David Dencik|Netherlands, Belgium, United Kingdom, United States|September 8, 2017|R|Action & Adventure, Dramas, International Movies|"When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history."
11|/title/tt2608324/|Movie|Manhattan Romance|2014||98|5.5|1120|Tom O'Brien|Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier|United States|September 8, 2017|TV-14|Comedies, Independent Movies, Romantic Movies|A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.
12|/title/tt2718440/|Movie|Moonwalkers|2015||96|6.1|8072|Antoine Bardou-Jacquet|Ron Perlman, Rupert Grint, Robert Sheehan, Stephen Campbell Moore, Eric Lampaert, Kevin Bishop, Tom Audenaert, Erika Sainte|France, Belgium|September 8, 2017|R|Action & Adventure, Comedies, International Movies|A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing.
13|/title/tt3621360/|Movie|Rolling Papers|2015||79|6.2|429|Mitch Dickman||United States, Uruguay|September 8, 2017|TV-MA|Documentaries|As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture.
14|/title/tt1772264/|Movie|Stonehearst Asylum|2014||113|6.8|48041|Brad Anderson|Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson, Ben Kingsley, Michael Caine, Jason Flemyng, Sophie Kennedy Clark, Sinéad Cusack, Edmund Kingsley|United States|September 8, 2017|PG-13|Horror Movies, Thrillers|In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient.
15|/title/tt3687398/|Movie|The Runner|2015||90|4.7|4723|Austin Stark|Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier|United States|September 8, 2017|R|Dramas, Independent Movies|A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.
16|/title/tt3799372/|Movie|6 Years|2015||80|5.6|10589|Hannah Fidell|Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael|United States|September 8, 2015|NR|Dramas, Independent Movies, Romantic Movies|As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.
17|/title/tt2101442/|TV Show|Castle of Stars|2015|1||6.6|5||Chaiyapol Pupart, Jintanutda Lummakanon, Worrawech Danuwong, Ornjira Lamwilai, Yong Armchair, Keerati Mahapreukpong, Akarat Nimitchai, Kornpassorn Duaysianklao, Nattapong Chartpong||September 7, 2018|TV-14|International TV Shows, Romantic TV Shows, TV Comedies|As four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life.
18|/title/tt8893502/|TV Show|First and Last|2018|1||6.7|285||||September 7, 2018|TV-MA|Docuseries|Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.
19|/title/tt2063782/|Movie|Laddaland|2011||112|6.3|1719|Sopon Sukdapisit|Saharat Sangkapreecha, Pok Piyatida Woramusik, Sutatta Udomsilp, Athipich Chutiwatkajornchai, Deuntem Salitul, Sahajak Boonthanakit|Thailand|September 7, 2018|TV-MA|Horror Movies, International Movies|When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity.
20|/title/tt7133686/|Movie|Next Gen|2018||106|6.6|12098|Kevin R. Adams, Joe Ksander|John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña, David Cross, Constance Wu|China, Canada, United States|September 7, 2018|TV-PG|Children & Family Movies, Comedies, Sci-Fi & Fantasy|When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.
21|/title/tt3120280/|Movie|Sierra Burgess Is A Loser|2018||106|5.9|30674|Ian Samuels|Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz|United States|September 7, 2018|PG-13|Comedies, Romantic Movies|A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.
22|/title/tt6186696/|Movie|The Most Assassinated Woman in the World|2018||102|5.3|795|Franck Ribière|Anna Mouglalis, Niels Schneider, André Wilms, Michel Fau, Sissi Duparc, Jean-Michel Balthazar, Julie Recoing, Eric Godon, Maya Coline, Constance Dollé|Belgium, United Kingdom, United States|September 7, 2018|TV-MA|Dramas, International Movies, Thrillers|In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.
23|/title/tt5078354/|Movie|Cézanne et moi|2016||114|6.0|891|Daniele Thompson|Guillaume Canet, Guillaume Gallienne, Alice Pol, Déborah François, Sabine Azéma, Freya Mavor, Isabelle Candelier, Laurent Stocker|Belgium, France|September 7, 2017|R|Dramas, Independent Movies, International Movies|This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys.
24|/title/tt9165404/|TV Show|Archibald's Next Big Thing|2019|1||7.8|126||Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren||September 6, 2019|TV-Y7|Kids' TV, TV Comedies|Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!
25|/title/tt10324144/|Movie|Article 15|2019||125|8.2|15825|Anubhav Sinha|Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade|India|September 6, 2019|TV-MA|Dramas, International Movies, Thrillers|The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.
26|/title/tt7391996/|Movie|Care of Kancharapalem|2018||142|9.0|3039|Maha Venkatesh|Subba Rao Vepada, Radha Bessy, Kesava Karri, Nithyasri Goru, Karthik Rathnam, Praneetha Patnaik, Mohan Bhagath, Praveena Paruchuri||September 6, 2019|TV-14|Comedies, Dramas, Independent Movies|From a schoolboy’s crush to a middle-aged bachelor’s office romance, four love stories spanning age, religion and status unfold in a small Indian town.
27|/title/tt8490894/|Movie|Ee Nagaraniki Emaindi|2018||133|7.8|1289|Tharun Bhascker|Vishwaksen Naidu, Sushanth Reddy, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose, Simran Choudhary|India|September 6, 2019|TV-14|Comedies, International Movies|In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true.
28|/title/tt9749604/|Movie|Kill Me If You Dare|2019||100|4.4|957|Şenol Sönmez|Murat Boz, Seda Bakan, Açelya Topaloğlu, Özgür Emre Yıldırım, Seda Güven, Yosi Mizrahi, Dilşad Şimşek, Ali Yoğurtçuoğlu||September 6, 2019|TV-14|Comedies, International Movies, Romantic Movies|Bogged down with money problems, a couple grows cautious of each other but hit the lottery and decide to stay together – till death do they part.
29|/title/tt5952634/|TV Show|The Spy|2019|1||7.9|19703||Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem, Alexander Siddig, Waleed Zuaiter, Nassim Lyes|France|September 6, 2019|TV-MA|International TV Shows, TV Dramas, TV Thrillers|In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.
30|/title/tt2141773/|Movie|Hell and Back|2015||86|5.4|4533|Tom Gianas, Ross R. Shuman|Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford|United States|September 6, 2018|R|Action & Adventure, Comedies, Independent Movies|When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.
31|/title/tt2338151/|Movie|PK|2014||146|8.1|146476|Rajkumar Hirani|Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar|India|September 6, 2018|TV-14|Comedies, Dramas, International Movies|Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.
32|/title/tt3116054/|Movie|Hard Tide|2015||79|4.7|151|Robert Osman, Nathanael Wiseman|Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills|United Kingdom|September 6, 2017|TV-MA|Dramas, Independent Movies|A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.
33|/title/tt4558042/|Movie|Elstree 1976|2015||102|5.9|1226|Jon Spira|Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose|United Kingdom|September 6, 2016|TV-PG|Documentaries|"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever."
34|/title/tt10937318/|Movie|American Factory: A Conversation with the Obamas|2019||10|5.3|69||President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar||September 5, 2019|TV-G|Documentaries|Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.
35|/title/tt1603257/|Movie|ATM|2012||122|4.7|22068|Mez Tharatorn|Chantavit Dhanasevi, Preechaya Pongthananikorn, Chaleumpol Tikumpornteerawong, Thawat Pornrattanaprasert, Sananthachat Thanapatpisal, Pongkool Suebsung, Puttachat Pongsuchat, Gornpop Janjaroen, Yanee Tramoth, Pongsatorn Jongwilak|United States, Canada|September 5, 2018|TV-14|Comedies, International Movies, Romantic Movies|When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job.
36|/title/tt1621642/|Movie|Bangkok Traffic (Love) Story|2009||126|7.2|1497|Adisorn Tresirikasem|Theeradej Wongpuapan, Sirin Horwang, Ungsumalynn Sirapatsakmetha, Panissara Phimpru, Taksaorn Paksukcharern, Charlie Trairat, Kazuki Yano|Thailand|September 5, 2018|TV-14|Comedies, International Movies, Romantic Movies|After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love.
37|/title/tt4222718/|Movie|I Fine... Thank You... Love You|2014||116|7.0|1674|Mez Tharatorn|Preechaya Pongthananikorn, Sunny Suwanmethanont, Sora Aoi, Puttachat Pongsuchat, Popetorn Soonthornyanakij|Thailand|September 5, 2018|TV-14|Comedies, International Movies, Romantic Movies|Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.
38|/title/tt1521846/|Movie|Phobia 2|2009||125|6.7|2137|Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks|Jirayu La-ongmanee, Charlie Trairat, Worrawech Danuwong, Marsha Wattanapanich, Nicole Theriault, Chumphorn Thepphithak, Gacha Plienwithi, Suteerush Channukool, Peeratchai Roompol, Nattapong Chartpong|Thailand|September 5, 2018|TV-MA|Horror Movies, International Movies|From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology.
39|/title/tt0440803/|Movie|Shutter|2004||96|7.1|38576|Banjong Pisanthanakun, Parkpoom Wongpoom|Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr|Thailand|September 5, 2018|TV-MA|Horror Movies, International Movies|After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.
40|/title/tt1869682/|Movie|Suckseed|2011||130|7.5|1934|Chayanop Boonprakob|Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam, Thawat Pornrattanaprasert|Thailand|September 5, 2018|TV-MA|Comedies, International Movies|When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.
41|/title/tt2989524/|Movie|Carrie Pilby|2016||98|6.6|5796|Susan Johnson|Bel Powley, Nathan Lane, Vanessa Bayer, Gabriel Byrne, Jason Ritter, Colin O'Donoghue, William Moseley, Desmin Borges|United States|September 5, 2017|TV-14|Comedies, Dramas|A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date.
42|/title/tt7335938/|Movie|Marc Maron: Too Real|2017||70|7.1|1322|Lynn Shelton|Marc Maron|United States|September 5, 2017|TV-MA|Stand-Up Comedy|Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.
43|/title/tt5595688/|TV Show|No Tomorrow|2016|1||7.2|4511||Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue, Jesse Rath, Amy Pietz|United States|September 5, 2017|TV-14|Romantic TV Shows, TV Comedies, TV Dramas|Her straitjacketed life turned topsy-turvy by hunky Xavier, Evie discovers a new freedom – even though her man just might be an end-of-days crackpot.
44|/title/tt5580778/|Movie|Saawan|2016||128|7.0|110|Farhan Alam|Karam Hussain, Arif Bahlim, Najiba Faiz, Saleem Mairaj, Imran Aslam, Daniyal Yousuf, Sohail Malik, Ali Hafiz|Pakistan|September 4, 2019|TV-14|Dramas, Independent Movies, International Movies|Outcast from society and left to die in the wilderness, a young boy with polio embarks on a journey to connect with his mother. Based on a true story.
45|/title/tt6318848/|Movie|The Heretics|2017||88|4.7|1347|Chad Archibald|Nina Kiri, Ry Barrett, Jorja Cadence, Will King, Nina Richmond|Canada|September 4, 2019|TV-MA|Horror Movies|A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.
46|/title/tt7643622/|Movie|The World We Make|2019||108|4.9|367|Brian Baugh|Caleb Castille, Rose Reid, Kevin Sizemore, Gregory Alan Williams|United States|September 4, 2019|PG|Dramas, Romantic Movies|A teenage equestrian and a local football player for each other, but simmering racism in their small town puts their relationship to the test.
47|/title/tt9378320/|Movie|Watchman|2019||93|5.2|202|A. L. Vijay|G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun, Yogi Babu, Munishkanth|India|September 4, 2019|TV-14|Comedies, Dramas, International Movies|Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside.
48|/title/tt1825683/|Movie|Black Panther|2018||135|7.3|561736|Ryan Coogler|Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis, Florence Kasumba, John Kani, David S. Lee, Stan Lee|United States|September 4, 2018|PG-13|Action & Adventure, Sci-Fi & Fantasy|T'Challa, the superpowered new leader of the hidden, highly advanced African nation of Wakanda, strives to protect his home from enemies old and new.
49|/title/tt3064298/|Movie|Man Up|2015||88|6.8|46192|Ben Palmer|Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge|United Kingdom, France|September 4, 2018|R|Comedies, International Movies, Romantic Movies|A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.
50|/title/tt0186151/|TV Show|Frequency|2016|1||7.3|96874||Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar|United States|September 4, 2017|TV-14|Crime TV Shows, TV Dramas, TV Mysteries|A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.
51|/title/tt10847330/|Movie|Mo Gilligan: Momentum|2019||64|6.2|250|Chris Howe|Mo Gilligan|United Kingdom|September 30, 2019|TV-MA|Stand-Up Comedy|Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.
52|/title/tt5034326/|TV Show|Adam Ruins Everything|2018|1||8.1|5753||Adam Conover, Adam Lustick, Emily Axford|United States|September 30, 2018|TV-14|TV Comedies|Education can be fun – and funny. Comedian Adam Conover bursts misconceptions, deconstructs topics and leaves with positive takeaways.
53|/title/tt0760437/|TV Show|Ben 10|2016|1||7.1|10959||Tara Strong, Montse Hernandez, David Kaye, Roger Craig Smith, Todd Haberkorn, Dwight Schultz, Daryl Sabara|United States|September 30, 2018|TV-Y7|Kids' TV|Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.
54|/title/tt1430615/|Movie|Big Miracle|2012||107|6.5|18030|Ken Kwapis|Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston|United States, United Kingdom|September 30, 2018|PG|Children & Family Movies, Dramas|After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.
55|/title/tt8205180/|TV Show|Christiane Amanpour: Sex & Love Around the World|2018|1||7.4|554|||United States|September 30, 2018|TV-MA|Docuseries|A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports.
56|/title/tt5144776/|TV Show|The Eighties|2016|1||8.3|1020|||United States|September 30, 2018|TV-PG|Docuseries|This nostalgic documentary series relives the 1980s from a variety of angles, exploring its impact on the politics, technology and culture of today.
57|/title/tt5737432/|TV Show|The Nineties|2017|1||8.2|827|||United States|September 30, 2018|TV-14|Docuseries|This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.
58|/title/tt4491456/|TV Show|The Seventies|2015|1||8.3|1087|||United States|September 30, 2018|TV-PG|Docuseries|This series examines 1970s America, focusing on the major political and historical landmarks of the decade and the cultural response to those events.
59|/title/tt4839610/|TV Show|We Bare Bears|2017|1||7.9|9740||Eric Edelstein, Demetri Martin, Bobby Moynihan|United States|September 30, 2018|TV-Y7|Kids' TV, TV Comedies|Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world.
60|/title/tt6596634/|TV Show|The Royal House of Windsor|2017|1||7.5|718|||United Kingdom|September 30, 2017|TV-14|British TV Shows, Docuseries, International TV Shows|Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more.
61|/title/tt5952332/|Movie|Amanda Knox|2016||92|6.9|18546|Rod Blackhurst, Brian McGinn||Denmark, United States|September 30, 2016|TV-MA|Documentaries|She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.
62|/title/tt4051832/|TV Show|Lovesick|2014|1||8.1|13387||Kongyingyong Chonlathorn, Phumphothingam Nawat, Luangsodsai Anupart, Nuchanart Veerakaarn, Chindavanich Primrose, Charnmanoon Pannin, Nungira Hanwutinanon, Ausavaterakul Ausavapat, Sirikiet Saejea, Nontapan Chuenwarin||September 3, 2018|TV-14|International TV Shows, Romantic TV Shows, TV Dramas|Love and academics get complicated at an all-male college that happens to be located next to an all-female high school.
63|/title/tt7448180/|Movie|The Debt Collector|2018||96|5.7|3754|Jesse V. Johnson|Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd|United Kingdom, United States|September 3, 2018|TV-MA|Action & Adventure|A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection.
64|/title/tt3748172/|Movie|Gerald's Game|2017||103|6.6|75380|Mike Flanagan|Carla Gugino, Bruce Greenwood, Henry Thomas, Carel Struycken, Chiara Aurelia|United States|September 29, 2017|TV-MA|Horror Movies, Thrillers|When her husband's sex game goes wrong, Jessie – handcuffed to a bed in a remote lake house – faces warped visions, dark secrets and a dire choice.
65|/title/tt5034266/|Movie|Our Souls at Night|2017||103|6.9|9543|Ritesh Batra|Robert Redford, Jane Fonda, Bruce Dern, Matthias Schoenaerts, Iain Armitage, Judy Greer, Phyllis Somerville|United States|September 29, 2017|TV-14|Dramas, Romantic Movies|After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom.
66|/title/tt6330514/|Movie|Out of Thin Air|2017||85|6.3|1440|Dylan Howitt|||September 29, 2017|TV-14|Documentaries, International Movies|Picking up 40 years after six were convicted for two strange murders in Iceland, this chilling documentary proves confessions can’t always be trusted.
67|/title/tt7936386/|TV Show|Paul Hollywood's Big Continental Road Trip|2017|1||7.6|98||Paul Hollywood|United Kingdom|September 29, 2017|TV-14|British TV Shows, Docuseries, International TV Shows|Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany.
68|/title/tt7752880/|TV Show|Satu Hari|2014|1||6.2|43||Sara Ali, Remy Ishak, Rita Rudaini, Mirza Salihovic, Hafizul Kamal, Miller Khan||September 29, 2017|TV-14|International TV Shows, TV Dramas|A man haunted by his wife's affair moves to Sarajevo and starts to love again, until fate forces him to choose between his new life and old loyalty.
69|/title/tt4779496/|Movie|Monster High: Boo York, Boo York|2015||72|6.5|507|William Lau|Karen Strassman, Celeste Henderson, Wendee Lee, TJ Smith, America Young, Rachel Staman, Laura Bailey|United States|September 29, 2015|TV-Y7|Children & Family Movies, Music & Musicals|Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.
70|/title/tt11057912/|Movie|TUNA GIRL|2019||90|6.8|16|Mana Yasuda|Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu||September 28, 2019|TV-PG|Dramas, International Movies|A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.
71|/title/tt7946836/|Movie|Animal World|2018||130|6.5|2958|Han Yan|Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke|China|September 28, 2018|TV-MA|Action & Adventure, International Movies, Sci-Fi & Fantasy|An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.
72|/title/tt5057140/|Movie|Hold the Dark|2018||126|5.6|29710|Jeremy Saulnier|Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie|United States|September 28, 2018|TV-MA|Action & Adventure, Dramas|In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.
73|/title/tt7476418/|Movie|Lessons from a School Shooting: Notes from Dunblane|2018||24|5.8|224|Kim A. Snyder||United States|September 28, 2018|TV-PG|Documentaries|Two priests – one from Dunblane, Scotland, the other from Newtown, Connecticut – bond over school tragedies that occurred 16 years apart.
74|/title/tt8871764/|TV Show|Made in Mexico|2018|1||4.0|656|||United States|September 28, 2018|TV-MA|International TV Shows, Reality TV, Spanish-Language TV Shows|These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.
